industry_id,industry,year,nominal_usd_b,real_2024_usd_b,pct_of_us_gdp
rail,US Railroads,1996,31.3794,63.0325,0.37943
rail,US Railroads,1997,32.0385,62.8033,0.36685
rail,US Railroads,1998,32.7114,62.5749,0.35468
rail,US Railroads,1999,33.3985,62.3473,0.34292
rail,US Railroads,2000,34.1,62.1206,0.33155
rail,US Railroads,2001,35.8977,63.7696,0.33599
rail,US Railroads,2002,37.7901,65.4624,0.3405
rail,US Railroads,2003,39.7824,67.2002,0.34506
rail,US Railroads,2004,41.8796,68.984,0.34968
rail,US Railroads,2005,44.0874,70.8153,0.35437
rail,US Railroads,2006,46.4116,72.9203,0.35912
rail,US Railroads,2007,48.8583,75.0878,0.36393
rail,US Railroads,2008,51.4341,77.3198,0.36881
rail,US Railroads,2009,54.1456,79.6182,0.37375
rail,US Railroads,2010,57.0,81.9849,0.37876
rail,US Railroads,2011,58.6773,83.0062,0.3765
rail,US Railroads,2012,60.4039,84.0402,0.37425
rail,US Railroads,2013,62.1814,85.0871,0.37202
rail,US Railroads,2014,64.0112,86.147,0.36979
rail,US Railroads,2015,65.8948,87.2202,0.36758
rail,US Railroads,2016,67.8338,88.0981,0.36539
rail,US Railroads,2017,69.8299,88.9849,0.36321
rail,US Railroads,2018,71.8847,89.8806,0.36104
rail,US Railroads,2019,74.0,90.7853,0.35888
rail,US Railroads,2020,75.1629,91.1074,0.35198
rail,US Railroads,2021,76.344,88.3731,0.33065
rail,US Railroads,2022,77.5437,83.1072,0.31062
rail,US Railroads,2023,78.7623,81.0887,0.2918
rail,US Railroads,2024,80.0,80.0,0.27411
electric,US Electric utilities,1902,0.086,3.1402,0.37901
electric,US Electric utilities,1903,0.0992,3.5833,0.41674
electric,US Electric utilities,1904,0.1145,4.0888,0.45823
electric,US Electric utilities,1905,0.1322,4.6657,0.50385
electric,US Electric utilities,1906,0.1525,5.324,0.55401
electric,US Electric utilities,1907,0.176,6.0751,0.60916
electric,US Electric utilities,1908,0.1961,6.6922,0.64661
electric,US Electric utilities,1909,0.2184,7.3719,0.68636
electric,US Electric utilities,1910,0.2433,8.1207,0.72856
electric,US Electric utilities,1911,0.2711,8.8919,0.73636
electric,US Electric utilities,1912,0.302,9.7362,0.74425
electric,US Electric utilities,1913,0.334,10.5847,0.74686
electric,US Electric utilities,1914,0.3695,10.5887,0.74949
electric,US Electric utilities,1915,0.4087,10.5927,0.75212
electric,US Electric utilities,1916,0.452,10.5968,0.75476
electric,US Electric utilities,1917,0.5,10.6008,0.75741
electric,US Electric utilities,1918,0.5743,11.0133,0.78934
electric,US Electric utilities,1919,0.6598,11.4418,0.82262
electric,US Electric utilities,1920,0.7579,11.887,0.85731
electric,US Electric utilities,1921,0.8706,14.0242,0.96654
electric,US Electric utilities,1922,1.0,16.5456,1.0897
electric,US Electric utilities,1923,1.1197,19.0275,1.19754
electric,US Electric utilities,1924,1.2537,21.8818,1.31605
electric,US Electric utilities,1925,1.4038,25.1643,1.44629
electric,US Electric utilities,1926,1.5718,28.3398,1.58942
electric,US Electric utilities,1927,1.76,31.9161,1.74671
electric,US Electric utilities,1928,1.7853,32.562,1.73896
electric,US Electric utilities,1929,1.8109,33.2208,1.73125
electric,US Electric utilities,1930,1.8369,36.0881,2.04213
electric,US Electric utilities,1931,1.8633,39.2028,2.40884
electric,US Electric utilities,1932,1.89,42.5863,2.8414
electric,US Electric utilities,1933,1.9247,46.4445,3.36486
electric,US Electric utilities,1934,1.96,46.1033,3.15092
electric,US Electric utilities,1935,1.996,45.7645,2.95059
electric,US Electric utilities,1936,2.0327,45.4282,2.76299
electric,US Electric utilities,1937,2.07,45.0944,2.58731
electric,US Electric utilities,1938,2.1748,47.8251,2.49961
electric,US Electric utilities,1939,2.285,50.7211,2.41489
electric,US Electric utilities,1940,2.4007,53.7926,2.33303
electric,US Electric utilities,1941,2.5223,53.7463,2.09024
electric,US Electric utilities,1942,2.65,53.7,1.87271
electric,US Electric utilities,1943,2.8016,53.9896,1.68832
electric,US Electric utilities,1944,2.9619,54.2807,1.52209
electric,US Electric utilities,1945,3.1314,54.5734,1.37222
electric,US Electric utilities,1946,3.3106,54.4248,1.37331
electric,US Electric utilities,1947,3.5,54.2766,1.3744
electric,US Electric utilities,1948,3.9419,57.663,1.46531
electric,US Electric utilities,1949,4.4395,61.2608,1.56223
electric,US Electric utilities,1950,5.0,65.083,1.66556
electric,US Electric utilities,1951,5.4529,69.4867,1.7118
electric,US Electric utilities,1952,5.9468,74.1884,1.75934
electric,US Electric utilities,1953,6.4855,79.2082,1.80819
electric,US Electric utilities,1954,7.073,84.5676,1.8584
electric,US Electric utilities,1955,7.7136,90.2897,1.91
electric,US Electric utilities,1956,8.4123,96.5305,1.96304
electric,US Electric utilities,1957,9.1743,103.2026,2.01754
electric,US Electric utilities,1958,10.0053,110.336,2.07357
electric,US Electric utilities,1959,10.9116,117.9624,2.13114
electric,US Electric utilities,1960,11.9,126.1159,2.19032
electric,US Electric utilities,1961,12.6542,132.4505,2.17584
electric,US Electric utilities,1962,13.4562,139.1033,2.16145
electric,US Electric utilities,1963,14.309,146.0902,2.14717
electric,US Electric utilities,1964,15.2159,153.4281,2.13297
electric,US Electric utilities,1965,16.1802,161.1346,2.11887
electric,US Electric utilities,1966,17.2057,164.3509,2.10486
electric,US Electric utilities,1967,18.2962,167.6314,2.09095
electric,US Electric utilities,1968,19.4557,170.9774,2.07713
electric,US Electric utilities,1969,20.6888,174.3902,2.06339
electric,US Electric utilities,1970,22.0,177.8711,2.04975
electric,US Electric utilities,1971,25.5448,193.462,2.15803
electric,US Electric utilities,1972,29.6608,210.4195,2.27204
electric,US Electric utilities,1973,34.44,228.8633,2.39206
electric,US Electric utilities,1974,39.9893,248.9238,2.51843
electric,US Electric utilities,1975,46.4327,270.7426,2.65146
electric,US Electric utilities,1976,53.9144,288.6742,2.79153
electric,US Electric utilities,1977,62.6015,307.7934,2.939
electric,US Electric utilities,1978,72.6884,328.1789,3.09426
electric,US Electric utilities,1979,84.4006,349.9146,3.25772
electric,US Electric utilities,1980,98.0,373.0898,3.42981
electric,US Electric utilities,1981,104.0851,375.6636,3.3844
electric,US Electric utilities,1982,110.5481,378.2551,3.33958
electric,US Electric utilities,1983,117.4125,380.8644,3.29536
electric,US Electric utilities,1984,124.703,383.4918,3.25173
electric,US Electric utilities,1985,132.4462,386.1373,3.20867
electric,US Electric utilities,1986,140.6702,394.468,3.16619
electric,US Electric utilities,1987,149.4049,402.9785,3.12426
electric,US Electric utilities,1988,158.682,411.6725,3.0829
electric,US Electric utilities,1989,168.5351,420.5542,3.04207
electric,US Electric utilities,1990,179.0,429.6274,3.00179
electric,US Electric utilities,1991,183.7821,427.7602,2.91849
electric,US Electric utilities,1992,188.6921,425.9011,2.83749
electric,US Electric utilities,1993,193.7331,424.0501,2.75875
electric,US Electric utilities,1994,198.9089,422.2072,2.68219
electric,US Electric utilities,1995,204.2229,420.3722,2.60775
electric,US Electric utilities,1996,209.6789,421.1867,2.53538
electric,US Electric utilities,1997,215.2807,422.0028,2.46502
electric,US Electric utilities,1998,221.0321,422.8205,2.39661
electric,US Electric utilities,1999,226.9372,423.6397,2.3301
electric,US Electric utilities,2000,233.0,424.4605,2.26544
electric,US Electric utilities,2001,243.8962,433.2641,2.28281
electric,US Electric utilities,2002,255.302,442.2502,2.30033
electric,US Electric utilities,2003,267.2412,451.4227,2.31797
electric,US Electric utilities,2004,279.7388,460.7855,2.33575
electric,US Electric utilities,2005,292.8208,470.3424,2.35367
electric,US Electric utilities,2006,306.5145,481.5847,2.37173
electric,US Electric utilities,2007,320.8487,493.0956,2.38992
electric,US Electric utilities,2008,335.8532,504.8817,2.40825
electric,US Electric utilities,2009,351.5593,516.9496,2.42673
electric,US Electric utilities,2010,368.0,529.3058,2.44535
electric,US Electric utilities,2011,369.9527,523.3431,2.37378
electric,US Electric utilities,2012,371.9158,517.4476,2.30432
electric,US Electric utilities,2013,373.8893,511.6185,2.23688
electric,US Electric utilities,2014,375.8732,505.8551,2.17142
electric,US Electric utilities,2015,377.8677,500.1565,2.10788
electric,US Electric utilities,2016,379.8728,493.3541,2.04619
electric,US Electric utilities,2017,381.8885,486.6442,1.98631
electric,US Electric utilities,2018,383.9149,480.0255,1.92818
electric,US Electric utilities,2019,385.952,473.4969,1.87176
electric,US Electric utilities,2020,388.0,470.3076,1.81698
electric,US Electric utilities,2021,415.4477,480.9075,1.79935
electric,US Electric utilities,2022,444.837,476.7522,1.78189
electric,US Electric utilities,2023,476.3055,490.3742,1.7646
electric,US Electric utilities,2024,510.0,510.0,1.74748
phone,US Telephone (Bell System),1885,0.01,0.3256,0.08408
phone,US Telephone (Bell System),1886,0.011,0.3618,0.08993
phone,US Telephone (Bell System),1887,0.0121,0.402,0.09617
phone,US Telephone (Bell System),1888,0.0133,0.4467,0.10286
phone,US Telephone (Bell System),1889,0.0146,0.4964,0.11
phone,US Telephone (Bell System),1890,0.016,0.5516,0.11765
phone,US Telephone (Bell System),1891,0.0171,0.5926,0.12028
phone,US Telephone (Bell System),1892,0.0182,0.6366,0.12298
phone,US Telephone (Bell System),1893,0.0194,0.6839,0.12574
phone,US Telephone (Bell System),1894,0.0206,0.7348,0.12856
phone,US Telephone (Bell System),1895,0.022,0.7894,0.13144
phone,US Telephone (Bell System),1896,0.0255,0.9222,0.14613
phone,US Telephone (Bell System),1897,0.0295,1.0774,0.16248
phone,US Telephone (Bell System),1898,0.0342,1.2587,0.18064
phone,US Telephone (Bell System),1899,0.0397,1.4704,0.20084
phone,US Telephone (Bell System),1900,0.046,1.7179,0.2233
phone,US Telephone (Bell System),1901,0.0542,1.9997,0.25047
phone,US Telephone (Bell System),1902,0.0637,2.3277,0.28095
phone,US Telephone (Bell System),1903,0.075,2.7096,0.31513
phone,US Telephone (Bell System),1904,0.0883,3.1541,0.35348
phone,US Telephone (Bell System),1905,0.104,3.6715,0.39648
phone,US Telephone (Bell System),1906,0.1141,3.9815,0.41431
phone,US Telephone (Bell System),1907,0.1251,4.3177,0.43294
phone,US Telephone (Bell System),1908,0.1372,4.6823,0.45241
phone,US Telephone (Bell System),1909,0.1505,5.0777,0.47275
phone,US Telephone (Bell System),1910,0.165,5.5064,0.49401
phone,US Telephone (Bell System),1911,0.1778,5.8333,0.48307
phone,US Telephone (Bell System),1912,0.1917,6.1795,0.47238
phone,US Telephone (Bell System),1913,0.2066,6.5464,0.46192
phone,US Telephone (Bell System),1914,0.2227,6.3814,0.45169
phone,US Telephone (Bell System),1915,0.24,6.2206,0.44168
phone,US Telephone (Bell System),1916,0.2719,6.3741,0.454
phone,US Telephone (Bell System),1917,0.3081,6.5314,0.46666
phone,US Telephone (Bell System),1918,0.349,6.6925,0.47967
phone,US Telephone (Bell System),1919,0.3954,6.8577,0.49304
phone,US Telephone (Bell System),1920,0.448,7.0269,0.50679
phone,US Telephone (Bell System),1921,0.5002,8.0573,0.55531
phone,US Telephone (Bell System),1922,0.5584,9.2388,0.60848
phone,US Telephone (Bell System),1923,0.6234,10.5936,0.66673
phone,US Telephone (Bell System),1924,0.696,12.147,0.73057
phone,US Telephone (Bell System),1925,0.777,13.9283,0.80051
phone,US Telephone (Bell System),1926,0.8523,15.3671,0.86185
phone,US Telephone (Bell System),1927,0.9349,16.9545,0.92789
phone,US Telephone (Bell System),1928,1.0256,18.7059,0.99898
phone,US Telephone (Bell System),1929,1.125,20.6382,1.07553
phone,US Telephone (Bell System),1930,1.0873,21.3618,1.20881
phone,US Telephone (Bell System),1931,1.0509,22.1107,1.35861
phone,US Telephone (Bell System),1932,1.0157,22.8859,1.52697
phone,US Telephone (Bell System),1933,0.9817,23.6884,1.7162
phone,US Telephone (Bell System),1934,0.9488,22.3169,1.52524
phone,US Telephone (Bell System),1935,0.917,21.0248,1.35553
phone,US Telephone (Bell System),1936,0.9644,21.554,1.31094
phone,US Telephone (Bell System),1937,1.0143,22.0966,1.26781
phone,US Telephone (Bell System),1938,1.0668,23.4589,1.2261
phone,US Telephone (Bell System),1939,1.122,24.9051,1.18576
phone,US Telephone (Bell System),1940,1.18,26.4404,1.14674
phone,US Telephone (Bell System),1941,1.2979,27.6576,1.07563
phone,US Telephone (Bell System),1942,1.4277,28.9307,1.00892
phone,US Telephone (Bell System),1943,1.5704,30.2625,0.94634
phone,US Telephone (Bell System),1944,1.7273,31.6556,0.88765
phone,US Telephone (Bell System),1945,1.9,33.1128,0.8326
phone,US Telephone (Bell System),1946,2.1166,34.7968,0.87803
phone,US Telephone (Bell System),1947,2.358,36.5665,0.92595
phone,US Telephone (Bell System),1948,2.6268,38.4262,0.97647
phone,US Telephone (Bell System),1949,2.9263,40.3805,1.02975
phone,US Telephone (Bell System),1950,3.26,42.4341,1.08594
phone,US Telephone (Bell System),1951,3.5928,45.7829,1.12786
phone,US Telephone (Bell System),1952,3.9595,49.3959,1.1714
phone,US Telephone (Bell System),1953,4.3637,53.2941,1.21662
phone,US Telephone (Bell System),1954,4.8091,57.5,1.26358
phone,US Telephone (Bell System),1955,5.3,62.0377,1.31235
phone,US Telephone (Bell System),1956,5.7434,65.9043,1.34022
phone,US Telephone (Bell System),1957,6.2238,70.012,1.36869
phone,US Telephone (Bell System),1958,6.7444,74.3757,1.39776
phone,US Telephone (Bell System),1959,7.3086,79.0114,1.42744
phone,US Telephone (Bell System),1960,7.92,83.9359,1.45776
phone,US Telephone (Bell System),1961,8.5035,89.0051,1.46214
phone,US Telephone (Bell System),1962,9.1299,94.3804,1.46653
phone,US Telephone (Bell System),1963,9.8025,100.0803,1.47093
phone,US Telephone (Bell System),1964,10.5247,106.1245,1.47535
phone,US Telephone (Bell System),1965,11.3,112.5337,1.47978
phone,US Telephone (Bell System),1966,12.2618,117.1257,1.50004
phone,US Telephone (Bell System),1967,13.3054,121.9052,1.52058
phone,US Telephone (Bell System),1968,14.4378,126.8797,1.5414
phone,US Telephone (Bell System),1969,15.6666,132.0571,1.56251
phone,US Telephone (Bell System),1970,17.0,137.4459,1.5839
phone,US Telephone (Bell System),1971,18.9112,143.2226,1.59762
phone,US Telephone (Bell System),1972,21.0372,149.2421,1.61146
phone,US Telephone (Bell System),1973,23.4023,155.5146,1.62543
phone,US Telephone (Bell System),1974,26.0333,162.0507,1.63951
phone,US Telephone (Bell System),1975,28.96,168.8616,1.65371
phone,US Telephone (Bell System),1976,32.405,173.5061,1.67784
phone,US Telephone (Bell System),1977,36.2597,178.2785,1.70231
phone,US Telephone (Bell System),1978,40.573,183.1821,1.72714
phone,US Telephone (Bell System),1979,45.3995,188.2205,1.75234
phone,US Telephone (Bell System),1980,50.8,193.3976,1.7779
phone,US Telephone (Bell System),1981,56.3675,203.4414,1.83283
phone,US Telephone (Bell System),1982,62.5452,214.0068,1.88945
phone,US Telephone (Bell System),1983,69.4,225.1209,1.94782
auto,US Auto sales,1900,0.0042,0.1568,0.02039
auto,US Auto sales,1901,0.006,0.2198,0.02753
auto,US Auto sales,1902,0.0084,0.308,0.03717
auto,US Auto sales,1903,0.012,0.4315,0.05019
auto,US Auto sales,1904,0.0169,0.6047,0.06776
auto,US Auto sales,1905,0.024,0.8473,0.0915
auto,US Auto sales,1906,0.0359,1.2536,0.13045
auto,US Auto sales,1907,0.0537,1.8547,0.18597
auto,US Auto sales,1908,0.0804,2.7441,0.26514
auto,US Auto sales,1909,0.1203,4.0601,0.37801
auto,US Auto sales,1910,0.18,6.007,0.53892
auto,US Auto sales,1911,0.2251,7.382,0.61133
auto,US Auto sales,1912,0.2814,9.0717,0.69346
auto,US Auto sales,1913,0.3518,11.1482,0.78663
auto,US Auto sales,1914,0.4399,12.6065,0.89231
auto,US Auto sales,1915,0.55,14.2556,1.01219
auto,US Auto sales,1916,0.7257,17.0126,1.21173
auto,US Auto sales,1917,0.9576,20.3027,1.45059
auto,US Auto sales,1918,1.2636,24.2292,1.73655
auto,US Auto sales,1919,1.6673,28.915,2.07888
auto,US Auto sales,1920,2.2,34.507,2.48869
auto,US Auto sales,1921,2.309,37.1973,2.56364
auto,US Auto sales,1922,2.4235,40.0974,2.64085
auto,US Auto sales,1923,2.5436,43.2236,2.72038
auto,US Auto sales,1924,2.6696,46.5935,2.80231
auto,US Auto sales,1925,2.8019,50.2262,2.8867
auto,US Auto sales,1926,2.9408,53.0209,2.97364
auto,US Auto sales,1927,3.0865,55.9711,3.06319
auto,US Auto sales,1928,3.2395,59.0855,3.15545
auto,US Auto sales,1929,3.4,62.3731,3.25048
auto,US Auto sales,1930,2.099,41.238,2.33356
auto,US Auto sales,1931,1.2958,27.2645,1.67529
auto,US Auto sales,1932,0.8,18.0259,1.20271
auto,US Auto sales,1933,1.035,24.976,1.80949
auto,US Auto sales,1934,1.3391,31.4978,2.15271
auto,US Auto sales,1935,1.7325,39.7225,2.56104
auto,US Auto sales,1936,2.2415,50.0949,3.04682
auto,US Auto sales,1937,2.9,63.1757,3.62474
auto,US Auto sales,1938,3.2001,70.3713,3.67801
auto,US Auto sales,1939,3.5313,78.3866,3.73206
auto,US Auto sales,1940,3.8967,87.3147,3.78691
auto,US Auto sales,1941,4.3,91.6275,3.56347
auto,US Auto sales,1942,1.1358,23.0157,0.80264
auto,US Auto sales,1943,0.3,5.7812,0.18079
auto,US Auto sales,1944,0.7114,13.0368,0.36557
auto,US Auto sales,1945,1.6869,29.3983,0.7392
auto,US Auto sales,1946,4.0,65.7587,1.6593
auto,US Auto sales,1947,5.2643,81.6365,2.06722
auto,US Auto sales,1948,6.9282,101.3482,2.57542
auto,US Auto sales,1949,9.118,125.8193,3.20855
auto,US Auto sales,1950,12.0,156.1992,3.99734
auto,US Auto sales,1951,12.5643,160.1078,3.94425
auto,US Auto sales,1952,13.1551,164.1142,3.89188
auto,US Auto sales,1953,13.7738,168.2208,3.8402
auto,US Auto sales,1954,14.4215,172.4303,3.7892
auto,US Auto sales,1955,15.0997,176.745,3.73889
auto,US Auto sales,1956,15.8097,181.4149,3.68924
auto,US Auto sales,1957,16.5532,186.2082,3.64025
auto,US Auto sales,1958,17.3316,191.1282,3.59191
auto,US Auto sales,1959,18.1466,196.1781,3.54421
auto,US Auto sales,1960,19.0,201.3615,3.49715
auto,US Auto sales,1961,20.2539,211.9959,3.48258
auto,US Auto sales,1962,21.5905,223.192,3.46807
auto,US Auto sales,1963,23.0154,234.9794,3.45362
auto,US Auto sales,1964,24.5343,247.3893,3.43923
auto,US Auto sales,1965,26.1534,260.4546,3.4249
auto,US Auto sales,1966,27.8794,266.3071,3.41063
auto,US Auto sales,1967,29.7192,272.291,3.39642
auto,US Auto sales,1968,31.6806,278.4095,3.38227
auto,US Auto sales,1969,33.7713,284.6654,3.36817
auto,US Auto sales,1970,36.0,291.0619,3.35414
auto,US Auto sales,1971,39.321,297.7946,3.32185
auto,US Auto sales,1972,42.9483,304.6831,3.28986
auto,US Auto sales,1973,46.9102,311.731,3.25819
auto,US Auto sales,1974,51.2376,318.9419,3.22682
auto,US Auto sales,1975,55.9643,326.3196,3.19575
auto,US Auto sales,1976,61.1269,327.2923,3.16498
auto,US Auto sales,1977,66.7658,328.268,3.1345
auto,US Auto sales,1978,72.9249,329.2465,3.10432
auto,US Auto sales,1979,79.6522,330.228,3.07443
auto,US Auto sales,1980,87.0,331.2124,3.04483
auto,US Auto sales,1981,95.4139,344.3674,3.10245
auto,US Auto sales,1982,104.6416,358.0449,3.16115
auto,US Auto sales,1983,114.7616,372.2657,3.22096
auto,US Auto sales,1984,125.8604,387.0512,3.28191
auto,US Auto sales,1985,138.0326,402.4241,3.34401
auto,US Auto sales,1986,151.382,424.5059,3.40729
auto,US Auto sales,1987,166.0224,447.7995,3.47176
auto,US Auto sales,1988,182.0787,472.3712,3.53745
auto,US Auto sales,1989,199.6878,498.2912,3.60438
auto,US Auto sales,1990,219.0,525.6335,3.67259
auto,US Auto sales,1991,231.0398,537.7543,3.66895
auto,US Auto sales,1992,243.7416,550.1547,3.66531
auto,US Auto sales,1993,257.1416,562.8409,3.66168
